"name","pt1","pt2","pt3","pt4","pt5","x","y"
"point_10011","20181221T035141_20181221T035144_T47QMB","20190604T034539_20190604T035820_T47QMB","20190719T034541_20190719T035532_T47QMB","20191017T034741_20191017T034945_T47QMB","20191106T034941_20191106T034935_T47QMB",98.7169360045643,19.2568792944045
"point_10025","20190104T033131_20190104T033127_T48PUB","20190529T032549_20190529T033721_T48PUB","20190802T032541_20190802T033030_T48PUB","20191130T033111_20191130T033729_T48PUB","20200528T032541_20200528T033032_T48PUB",103.816649735922,15.0552517956058
"point_10027","20181223T034149_20181223T035212_T47PRT","20190616T033541_20190616T033835_T47PRT","20191019T033739_20191019T034625_T47PRT","20200620T033541_20200620T033838_T47PRT","20200715T033539_20200715T034520_T47PRT",102.072648255268,15.6067736313683
"point_10029","20190328T033701_20190328T034902_T47PRR","20191123T034051_20191123T034700_T47PRR","20200216T033829_20200216T034731_T47PRR","20200615T033539_20200615T035328_T47PRR","20200620T033541_20200620T033838_T47PRR",102.042836264145,13.9447551263003
"point_10031","20190203T032941_20190203T033600_T48PTV","20190603T032541_20190603T033028_T48PTV","20191130T033111_20191130T033729_T48PTV","20200129T033001_20200129T033624_T48PTV","20200304T032629_20200304T034426_T48PTV",103.026631971181,12.864070448117
"point_10034","20191006T032609_20191006T034350_T47PRS","20191024T033821_20191024T034152_T47PRS","20200428T032541_20200428T033028_T47PRS","20200627T032541_20200627T033031_T47PRS","20200715T033539_20200715T034520_T48PTB",102.549640113225,14.8912858444332
"point_10035","20190504T032541_20190504T033029_T47PRR","20191001T032541_20191001T032603_T48PTA","20191130T033111_20191130T033729_T47PRR","20200104T033129_20200104T034232_T47PRR","20200727T032541_20200727T033034_T47PRR",102.497469128761,13.9000371396168
"point_10039","20190109T033119_20190109T033316_T48PTT","20190208T032909_20190208T034132_T48PTT","20190504T032541_20190504T033029_T48PTT","20190708T032549_20190708T034105_T48PTT","20191031T032851_20191031T033502_T48PTT",102.922290002253,11.2318639341713
"point_10040","20191117T032021_20191117T033345_T48PWS","20191202T032109_20191202T032821_T48PWS","20200331T031539_20200331T032731_T48PWS","20200709T031539_20200709T033246_T48PWS","20200729T031539_20200729T032541_T48PWS",105.583010209918,10.4045811805276
"point_10051","20190528T030551_20190528T032022_T48PYU","20191015T030701_20191015T030849_T48PYU","20191124T031041_20191124T032030_T48PYU","20200123T031021_20200123T032120_T48PYU","20200721T030551_20200721T032154_T48PYU",107.200310728303,12.2454716323294
"point_10055","20190518T030551_20190518T031147_T48PZA","20190826T030541_20190826T032144_T48PZA","20200113T031101_20200113T031530_T48PZA","20200118T031039_20200118T031312_T48PZA","20200308T030549_20200308T032041_T48PZA",108.102123459752,14.1608920619369
"point_10060","20190103T031129_20190103T031726_T49PBP","20190413T030549_20190413T032053_T49PBP","20190518T030551_20190518T031147_T49PBP","20190523T030549_20190523T032433_T49PBP","20190607T030541_20190607T031145_T49PBP",108.966671202299,11.9697107144481
"point_10065","20190408T030541_20190408T031145_T48PZA","20190518T030551_20190518T031147_T48PZA","20190826T030541_20190826T032144_T48PZA","20191025T030811_20191025T032242_T48PZA","20191114T031001_20191114T031600_T48PZA",108.064858470849,13.8106011662499
"point_10067","20181222T032131_20181222T032743_T48PYB","20190516T031549_20190516T033249_T48PYB","20191003T031549_20191003T032936_T48PYB","20200415T031541_20200415T033030_T48PYB","20200530T031539_20200530T032937_T48PYB",107.319558692792,14.6453369176742
"point_10068","20181222T032131_20181222T032743_T48PYB","20190928T031541_20190928T031650_T48PYB","20191003T031549_20191003T032936_T48PYB","20200212T030831_20200212T031435_T48PYB","20200415T031541_20200415T033030_T48PYB",107.565507619551,15.0477987978252
"point_10076","20190429T032549_20190429T033720_T48QVE","20190628T032549_20190628T034014_T48QVE","20191125T033049_20191125T034252_T48QVE","20200622T032539_20200622T033715_T48QVE","20200627T032541_20200627T033031_T48QVE",104.778086449616,17.7755959855154
"point_10077","20190305T032621_20190305T033957_T48QVF","20190429T032549_20190429T033720_T48QVF","20191125T033049_20191125T034252_T48QVF","20200324T032539_20200324T033424_T48QVF","20200722T032539_20200722T033718_T48QVF",104.807898440738,18.5507077546951
"point_10082","20190218T032809_20190218T033647_T48QVK","20190812T032541_20190812T034046_T48QVK","20191110T032951_20191110T034152_T48QVK","20191215T033139_20191215T033644_T48QVK","20200309T032551_20200309T033758_T48QVK",104.8228044363,22.0238047204426
"point_10090","20181227T032139_20181227T032421_T48QXH","20190728T032549_20190728T033721_T48QXH","20190812T032541_20190812T034046_T48QXH","20190908T031541_20190908T031647_T48QXH","20191207T032121_20191207T032731_T48QXH",106.246327012389,20.5015299237603
"point_10092","20190416T031549_20190416T032515_T48RYN","20190814T031549_20190814T032755_T48RYN","20190819T031541_20190819T032953_T48RYN","20190928T031541_20190928T031650_T48RYN","20200714T031541_20200714T032123_T48RYN",107.744379566285,24.9509695987631
"point_10094","20190302T022619_20190302T023810_T50NNJ","20190925T021559_20190925T022959_T50NNJ","20200405T022549_20200405T024319_T50NNJ","20200430T022551_20200430T024402_T50NNJ","20200507T021611_20200507T023210_T50NNJ",117.538550274682,3.1127544769584
"point_10103","20190704T022339_20190704T022718_T50MQE","20190927T020651_20190927T022453_T50MQE","20200130T022319_20200130T022416_T50MQE","20200623T022331_20200623T022736_T50MQE","20200728T022329_20200728T022607_T50MQE",119.575081918223,-0.837334346745866
"point_10104","20190328T021341_20190328T021344_T51MUV","20190803T022339_20190803T022608_T51MUV","20191014T015701_20191014T021515_T51MUV","20200127T021339_20200127T021351_T51MUV","20200325T022321_20200325T022727_T51MUV",121.688006789016,-0.535487936632614
"point_10106","20181215T020441_20181215T020436_T51MYN","20190613T020451_20190613T020448_T51MYN","20190723T020451_20190723T020450_T51MYN","20191210T020441_20191210T020723_T51MYN","20200304T020439_20200304T020605_T51MYN",125.269172222582,-6.71774959561883
"point_10109","20190530T013719_20190530T013739_T52LEL","20190729T013719_20190729T013938_T52LEL","20191017T013319_20191017T014000_T52LEL","20200125T013709_20200125T013705_T52LEL","20200524T013719_20200524T013934_T52LEL",129.457756975265,-13.3807296114521
"point_10112","20190226T012719_20190226T012746_T52LHP","20190805T012639_20190805T012951_T52LHP","20190825T012639_20190825T013009_T53LKJ","20200531T012719_20200531T012717_T52LHP","20200705T012721_20200705T012721_T53LKJ",132.319708123005,-10.4889664725893
"point_10118","20181217T010721_20181217T010719_T53LPE","20190121T010729_20190121T010727_T53LPE","20190421T010739_20190421T010733_T53LPE","20190511T010739_20190511T010736_T53LPE","20200505T010729_20200505T010724_T53LPE",136.657352831299,-13.8577214694088
"point_10122","20190120T013709_20190120T014030_T52KDB","20190331T013719_20190331T013927_T52KDB","20190405T013711_20190405T013724_T52KDB","20200125T013709_20200125T014201_T52KDB","20200529T013721_20200529T013907_T52KDB",128.578303237157,-21.4262407155818
"point_10125","20190102T012711_20190102T012710_T52KGB","20190122T012711_20190122T013229_T52KGB","20190407T012719_20190407T013041_T52KGB","20190502T012721_20190502T012720_T52KGB","20200226T012711_20200226T013138_T52KGB",131.458886879349,-21.3405312411052
"point_10130","20190417T223711_20190417T223705_T58GFQ","20191201T224759_20191201T224801_T58GFQ","20200302T223701_20200302T223704_T58GFQ","20200330T224809_20200330T224804_T58GFQ","20200610T223721_20200610T223715_T58GFQ",167.240729223885,-45.756551970266
"point_10139","20190117T223701_20190117T223658_T59GLM","20190522T223709_20190522T223711_T59GLM","20190721T223709_20190721T223711_T59GLM","20200206T223709_20200206T223703_T59GLM","20200516T223709_20200516T223708_T59GLM",169.238132629079,-43.9827384984893
"point_10140","20190206T223701_20190206T223659_T59GMM","20190211T223659_20190211T223702_T59GMM","20190221T223439_20190221T223550_T59GMM","20190820T223709_20190820T223708_T59GMM","20200312T223711_20200312T223705_T59GMM",170.236834331676,-43.7293365739498
"point_10143","20190104T222531_20190104T222532_T59GNN","20190827T222539_20190827T222629_T59GNN","20191019T223709_20191019T223703_T59GNN","20200319T222541_20200319T222540_T59GNN","20200506T223709_20200506T223706_T59GNN",171.84668185228,-42.8647888314032
"point_10146","20191011T222541_20191011T222540_T59GNM","20191016T222539_20191016T222611_T59GNM","20191220T222541_20191220T222549_T59GNM","20200114T222539_20200114T222538_T59GNM","20200208T222541_20200208T222536_T59GNM",171.637997914424,-43.9603795051476
"point_10149","20191006T222539_20191006T222538_T60GTV","20191018T221601_20191018T221603_T60GTV","20200208T222541_20200208T222536_T59GQQ","20200215T221601_20200215T221557_T59GQQ","20200724T221611_20200724T221609_T60GTV",173.866444250816,-41.2325823174575
"point_10151","20190320T222539_20190320T222537_T59GPN","20190424T222541_20190424T222657_T59GPN","20191011T222541_20191011T222540_T59GPN","20191220T222541_20191220T222549_T59GPN","20200607T222551_20200607T222550_T59GPN",172.718682592607,-42.8051648491586
"point_10152","20190211T223659_20190211T223702_T59GMK","20191113T223711_20191113T223711_T59GMK","20191208T223709_20191208T223703_T59GMK","20200206T223709_20200206T223703_T59GMK","20200710T223711_20200710T223713_T59GMK",170.400800282849,-45.4807910523847
"point_10153","20190117T223701_20190117T223658_T59GLL","20191014T223711_20191014T223705_T59GLL","20191019T223709_20191019T223703_T59GLL","20191113T223711_20191113T223711_T59GLL","20200206T223709_20200206T223703_T59GLL",169.50644054918,-44.8547392388165
"point_10154","20190814T221609_20190814T221606_T60GUV","20190829T221601_20190829T221644_T60GUV","20191227T221601_20191227T221558_T60GUV","20200116T221601_20200116T221558_T60GUV","20200520T221609_20200520T221604_T60GUV",175.386855798053,-41.1058813551877
"point_10157","20190119T222539_20190119T222537_T60HUC","20190320T222539_20190320T222537_T60HUC","20191021T222551_20191021T222547_T60HUC","20200126T221601_20200126T221557_T60HUC","20200425T221611_20200425T221606_T60HUC",175.334684813589,-38.4600671430839
"point_10158","20181222T221551_20181222T221552_T60HVC","20190720T221611_20190720T221605_T60HVC","20190829T221601_20190829T221601_T60HVC","20191018T221601_20191018T221603_T60HVC","20200425T221611_20200425T221606_T60HVC",176.422822489553,-38.4675201408645
"point_10160","20190215T221309_20190215T221543_T60HWD","20190501T221601_20190501T221604_T60HWD","20190610T221601_20190610T221603_T60HWD","20191204T220621_20191204T220619_T60HWD","20200522T220631_20200522T220627_T60HWD",177.965593030131,-37.7371263583683
"point_10168","20181217T010721_20181217T010719_T53KNR","20190121T010729_20190121T010727_T53KNR","20191102T010731_20191102T010730_T53KNR","20200301T010721_20200301T010723_T53KNR","20200316T010729_20200316T011156_T53KNR",135.647471632032,-22.0560190280403
"point_10180","20190102T003659_20190102T004552_T54HUG","20190805T003711_20190805T003709_T54HUG","20191203T003701_20191203T003703_T54HUG","20200317T003659_20200317T004143_T54HUG","20200730T003711_20200730T003710_T54HUG",139.284534548952,-34.7112092594552
"point_10186","20190111T010729_20190111T011522_T53JMG","20190131T010729_20190131T011404_T53JMG","20190730T010739_20190730T011206_T53JMG","20200106T010719_20200106T010722_T53JMG","20200724T010729_20200724T011200_T53JMG",134.365556013773,-30.4853595178696
"point_10193","20181215T011719_20181215T012526_T52JEM","20200221T012709_20200221T013052_T52JEM","20200304T011721_20200304T012159_T52JEM","20200620T012719_20200620T013054_T52JEM","20200625T012721_20200625T012722_T52JEM",129.944065080447,-30.4909492662051
"point_10205","20190317T015619_20190317T020354_T51JVJ","20190630T015631_20190630T020302_T51JVJ","20200311T015619_20200311T020353_T51JVJ","20200507T014659_20200507T015337_T51JVJ","20200706T014659_20200706T015341_T51JVJ",122.632674257704,-28.5308108499141
"point_10208","20190521T015621_20190521T020445_T51JTF","20190705T015629_20190705T020248_T51JTF","20190720T015631_20190720T020447_T51JTF","20200430T015619_20200430T020235_T51JTF","20200515T015631_20200515T020447_T51JTF",120.545834879143,-30.9753941219424
"point_10209","20190416T015629_20190416T020440_T50JQM","20190615T015629_20190615T020446_T50JQM","20190807T020029_20190807T020716_T50JQM","20200301T015619_20200301T020237_T50JQM","20200622T020449_20200622T021012_T50JQM",119.427885212057,-30.4760432706439
"point_10212","20190514T020451_20190514T021553_T50HMH","20190608T020459_20190608T021141_T50HMH","20200109T020441_20200109T021416_T50HMH","20200129T020441_20200129T021259_T50HMH","20200228T020441_20200228T021551_T50HMH",116.670276033245,-34.2770721387367
"point_10213","20181223T021339_20181223T021622_T50HMJ","20190504T020451_20190504T021600_T50HMJ","20190904T015651_20190904T022117_T50HMJ","20200102T021341_20200102T022222_T50HMJ","20200528T020451_20200528T021602_T50HMJ",116.141113190824,-33.3640799106164
"point_10236","20190209T004701_20190209T004703_T54LYR","20190321T004701_20190321T004704_T54LYR","20190430T004711_20190430T004710_T54LYR","20191226T004701_20191226T004700_T54LYR","20200628T004709_20200628T004708_T54LYR",143.428401314951,-8.60708453299437
"point_10245","20190114T002701_20190114T002703_T55LEK","20190203T002701_20190203T002704_T55LEK","20190218T002709_20190218T002707_T55LEK","20190911T002711_20190911T002706_T55LEK","20200727T002711_20200727T002713_T55LEK",147.747413528794,-9.44182028441867
"point_10254","20190228T023631_20190228T025845_T49MFM","20190327T022551_20190327T024350_T49MFM","20190526T022551_20190526T024402_T49MFM","20190608T023551_20190608T025940_T49MFM","20200508T023549_20200508T025533_T49MFM",112.61491361589,-8.00339171276786
"point_10255","20190223T023719_20190223T025935_T49MFM","20190713T023559_20190713T025544_T49MFM","20190827T023551_20190827T025620_T49MFM","20200403T023541_20200403T025929_T49MFM","20200423T023551_20200423T025924_T49MFM",112.272075717984,-7.60838283039744
"point_10273","20190703T032541_20190703T033920_T47MPV","20190723T032541_20190723T034757_T47MPV","20190901T032541_20190901T034433_T47MPV","20190906T032539_20190906T034254_T47MPV","20200228T032701_20200228T033146_T47MPV",100.436715242432,-0.341709994337692
"point_10291","20181222T032131_20181222T032743_T48NUF","20200210T031849_20200210T033549_T48NUF","20200215T031821_20200215T033401_T48NUF","20200505T031541_20200505T032155_T48NUF","20200609T031539_20200609T033401_T48NUF",103.472880213293,0.611342096853222
"point_10302","20191122T032029_20191122T033252_T47NRC","20200220T031749_20200220T033233_T48NTH","20200405T031541_20200405T032148_T48NTH","20200515T031541_20200515T033039_T48NTH","20200704T031541_20200704T032156_T48NTH",102.498400753483,2.2286426152378
"point_10304","20191107T031931_20191107T032540_T47NRC","20191117T032021_20191117T033345_T47NRC","20191122T032029_20191122T033252_T47NRC","20200316T031541_20200316T033031_T47NRC","20200410T031539_20200410T033251_T47NRC",102.273879195343,2.27615547608896
"point_10305","20190603T032541_20190603T033028_T48NTL","20190713T032541_20190713T034424_T47NRF","20190827T032539_20190827T034021_T48NTL","20191225T033139_20191225T034437_T48NTL","20200722T032539_20200722T034608_T48NTL",102.559887985173,4.56329417000264
"point_10318","20181231T035141_20181231T035833_T47PMK","20190321T034531_20190321T035915_T47PMK","20190430T034541_20190430T040040_T47PMK","20191012T034659_20191012T040117_T47PMK","20200219T034809_20200219T040520_T47PMK",98.413226345006,8.28699818612197
"point_10322","20190115T035119_20190115T040213_T47PMK","20190321T034531_20190321T035915_T47PMK","20191116T035021_20191116T035654_T47PMK","20200310T034549_20200310T040225_T47PMK","20200325T034531_20200325T034958_T47PMK",98.3368331177551,8.83852002188446
"point_10329","20190308T033601_20190308T034140_T47PMM","20190621T033549_20190621T035429_T47PMM","20191103T033911_20191103T035043_T47PMM","20200122T034041_20200122T034646_T47PMM","20200419T034529_20200419T035626_T47PMM",98.9181669446398,10.1595638784912
"point_10331","20190425T034539_20190425T035656_T47PMM","20191022T034809_20191022T040253_T47PMM","20200310T034549_20200310T040225_T47PMM","20200618T034539_20200618T035655_T47PMM","20200708T034539_20200708T035654_T47PMM",98.9181669446398,10.6104702442159
"point_10347","20190309T021559_20190309T022838_T51PUR","20190319T021659_20190319T022931_T51PUR","20190518T021609_20190518T022132_T51PUR","20190712T021611_20190712T023255_T51PUR","20200103T022059_20200103T022101_T51PUR",121.819365874899,14.284798150039
"point_10362","20191114T021939_20191114T023208_T51QTU","20200108T022051_20200108T022050_T51QTU","20200212T021819_20200212T023049_T51QTU","20200308T021601_20200308T023151_T51QTU","20200313T021559_20200313T022824_T51QTU",121.094561840738,16.37536402749
"point_10369","20191025T021749_20191025T023008_T51QTU","20200301T022621_20200301T024038_T51QTU","20200316T022549_20200316T024241_T50QRD","20200422T021559_20200422T022751_T51QTU","20200714T022549_20200714T023824_T50QRD",120.414475793261,16.3679110297094
"point_10371","20190829T022559_20190829T023816_T51QTU","20191117T022949_20191117T024225_T50QRD","20200410T022551_20200410T024219_T51QTU","20200425T022549_20200425T023818_T51QTU","20200624T022549_20200624T023825_T50QRD",120.433108287712,16.777825907641
"point_10382","20190328T021341_20190328T021344_T51PXN","20191004T015651_20191004T021427_T51PXN","20191024T021351_20191024T021348_T51PXN","20200302T021341_20200302T021340_T51PXN","20200322T021341_20200322T021341_T51PXN",124.509898073686,11.0986415988436
"point_10386","20181215T020441_20181215T020436_T51PZK","20190104T020441_20190104T020439_T52PBQ","20191001T020021_20191001T020022_T52PBQ","20191016T020019_20191016T020022_T51PZK","20200727T020451_20200727T020451_T52PBQ",126.343335527707,8.38947690560487
"point_10395","20190316T022329_20190316T022323_T51NWJ","20190619T022331_20190619T022510_T51NWJ","20200125T022321_20200125T022319_T51NWJ","20200509T022329_20200509T022324_T51NWJ","20200524T022331_20200524T022332_T51NWJ",123.119913987609,7.71498060646292
"point_10399","20190218T020449_20190218T020444_T51NYD","20190817T020029_20190817T020552_T51NYD","20190911T020021_20190911T020019_T51NYD","20191130T020441_20191130T020444_T51NYE","20200727T020451_20200727T020451_T51NYD",125.553317762966,3.57111384046373
"point_10418","20190113T040121_20190113T040442_T47QKG","20190227T035719_20190227T040357_T47QKF","20190528T035549_20190528T040935_T47QKG","20190826T035539_20190826T040855_T47QKF","20200714T040549_20200714T041616_T47QKF",96.9254216630587,23.469686289874
"point_10423","20190115T035119_20190115T035113_T47QQE","20190515T034549_20190515T035701_T47QQE","20190614T034539_20190614T035656_T47QQE","20191012T034659_20191012T040117_T47QQE","20191126T035101_20191126T035753_T47QQE",101.277972366914,22.0088987248815
"point_10429","20190719T025559_20190719T031015_T49QFF","20200412T030541_20200412T031142_T49QFF","20200628T025551_20200628T031116_T49QFF","20200701T030551_20200701T032016_T49QFF","20200716T030549_20200716T031151_T49QFF",112.084819148746,22.6200445428886
"point_10440","20190301T025639_20190301T025758_T50SNC","20190626T024559_20190626T025133_T50SNC","20190813T025551_20190813T025548_T50SNC","20190929T024551_20190929T025647_T50SNC","20200526T024551_20200526T025743_T50SNC",117.376447572954,33.8740711915555
"point_10441","20190719T025559_20190719T025741_T50SND","20190904T024549_20190904T025630_T50SND","20190924T024549_20190924T024806_T50SND","20200320T025541_20200320T030130_T50SND","20200526T024551_20200526T025743_T50SND",117.778909453105,34.8131489119078
"point_10444","20190503T030549_20190503T031158_T49SER","20190722T030549_20190722T031745_T49SER","20200412T030541_20200412T031142_T49SER","20200415T031541_20200415T031901_T49SER","20200729T031539_20200729T032541_T49SER",111.622733286351,32.0257277419731
"point_10448","20190311T025539_20190311T030808_T50RKT","20190907T025549_20190907T030509_T50RKT","20200305T025609_20200305T030515_T50RKT","20200504T025539_20200504T030225_T50RKT","20200723T025549_20200723T030230_T50RKT",114.633744389703,29.297930554283
"point_10457","20190516T040551_20190516T040547_T47SNS","20190518T035549_20190518T040652_T47SNS","20190727T035549_20190727T040012_T47SNS","20191020T035801_20191020T040337_T47SNS","20200417T035541_20200417T040008_T47SNS",99.4445349128927,32.9573524645448
"point_10459","20190516T040551_20190516T040547_T47SPV","20190816T035549_20190816T040759_T47SPV","20191124T040059_20191124T040600_T47SPV","20200225T040739_20200225T040826_T47SPV","20200604T040549_20200604T040646_T47SPV",100.584843573321,35.6553376611127
"point_10463","20190516T040551_20190516T040547_T47SPC","20190605T040551_20190605T041251_T47SPC","20190809T040549_20190809T040626_T47SPC","20190928T040549_20190928T041632_T47SPC","20200425T040539_20200425T040639_T47SPC",100.57739057554,38.152091917605
"point_10465","20190802T041559_20190802T042704_T47SMD","20191001T041559_20191001T042315_T47SMD","20200602T041601_20200602T041555_T47SMD","20200609T040551_20200609T041053_T47SMD","20200617T041549_20200617T042601_T47SMD",98.5948931659073,39.1433406224213
"point_10469","20181228T043209_20181228T043203_T47SKC","20190924T042709_20190924T042703_T46SGH","20200528T041549_20200528T041843_T47SKC","20200602T041601_20200602T041555_T46SGH","20200627T041549_20200627T042036_T46SGH",96.3515408339545,38.1222799264827
"point_10477","20190610T040549_20190610T040627_T48TTK","20190809T040549_20190809T040626_T48TTK","20190910T035541_20190910T040414_T48TTK","20200108T040131_20200108T040132_T48TTK","20200425T040539_20200425T040639_T48TTK",101.807135209335,40.0153413627485
"point_10478","20190508T035549_20190508T040345_T48TTL","20190511T040549_20190511T040624_T47TQF","20190710T040549_20190710T040628_T48TTL","20191222T041151_20191222T041145_T48TTL","20200318T035531_20200318T040004_T48TTL",101.754964224871,41.1556500231763
"point_10481","20190428T035549_20190428T040051_T48TUQ","20190627T035549_20190627T040059_T48TUQ","20190722T035541_20190722T040013_T48TUQ","20190730T040549_20190730T040551_T48TUQ","20190814T040551_20190814T041046_T48TUQ",102.939990871982,44.6063879955821
"point_10484","20190307T040621_20190307T040710_T48TVT","20190627T035549_20190627T040059_T48TVT","20190811T035541_20190811T040503_T48TVT","20190826T035539_20190826T035932_T48TVT","20200609T040551_20200609T041053_T48TVT",104.86286429937,47.4161681588586
"point_10490","20190629T034541_20190629T034539_T49UCR","20190724T034549_20190724T034543_T48UYA","20190808T034541_20190808T035005_T49UCR","20190917T034531_20190917T035312_T49UCR","20200424T034541_20200424T035003_T48UYA",109.02163706093,50.2408543176961
"point_10509","20190628T073621_20190628T073617_T40WFT","20190827T073611_20190827T073613_T40WFT","20190904T074619_20190904T074929_T40WFT","20200630T074619_20200630T074747_T40WFT","20200727T073619_20200727T073628_T40WFT",60.137424618145,65.3853458078227
"point_10512","20190708T073621_20190708T073617_T40VCM","20200511T074609_20200511T074610_T39VXG","20200710T074619_20200710T074613_T39VXG","20200713T075609_20200713T075928_T40VCM","20200725T074621_20200725T074617_T40VCM",54.1303084070023,59.8254094635144
"point_10526","20190621T083609_20190621T083615_T38WPU","20190901T082601_20190901T082602_T38WPU","20200615T083559_20200615T083656_T38WPU","20200722T082609_20200722T082604_T38WPU","20200730T083611_20200730T083606_T38WPU",48.1082862002985,66.220081559247
"point_10527","20200523T082559_20200523T082602_T38WPT","20200604T081611_20200604T081609_T38WPT","20200627T082611_20200627T082607_T38WPT","20200709T081609_20200709T081951_T38WPT","20200730T083611_20200730T083606_T38WPT",48.1977221736653,65.2213798566501
"point_10532","20190515T084609_20190515T085208_T37WFM","20190607T085609_20190607T090034_T37WFM","20190702T085601_20190702T085636_T37WFM","20190818T084601_20190818T085006_T37WFM","20190912T084559_20190912T084559_T37WFM",41.922298042422,64.2972081318589
"point_10537","20180519T092029_20180519T092026_T36WWT","20180718T092029_20180718T092026_T36WWT","20190619T094039_20190619T094103_T36WWT","20200508T092029_20200508T092026_T36WWT","20200707T092029_20200707T092030_T36WWT",34.0221203950134,65.2959098344559
"point_10541","20180520T094031_20180520T094033_T35WNM","20180801T095031_20180801T095030_T35WNM","20190421T100031_20190421T100030_T35WNM","20190516T100039_20190516T100115_T35WNM","20190925T095031_20190925T095030_T35WNM",27.7616022593312,64.2972081318589
"point_10555","20180127T102259_20180127T102314_T33VWD","20191024T102111_20191024T102420_T33VWD","20200416T101549_20200416T102015_T33VWD","20200702T100559_20200702T100651_T33VWD","20200727T101031_20200727T101030_T33VWD",16.127472723855,57.2317662358747
"point_10559","20180724T103021_20180724T103023_T33VVH","20190503T104031_20190503T104026_T33VVH","20200422T103619_20200422T103903_T33VVH","20200509T102559_20200509T102555_T33VVH","20200626T104031_20200626T104028_T33VVH",14.4058302365424,60.8762821505754
"point_10561","20180523T104019_20180523T104124_T32VNN","20180610T105031_20180610T105026_T32VNN","20180809T105031_20180809T105026_T32VNN","20180821T104019_20180821T104015_T32VNN","20180920T104019_20180920T104014_T32VNN",9.96384355932026,60.8017521727696
"point_10566","20180405T094029_20180405T094617_T34UDA","20180523T095031_20180523T095527_T34UDA","20180604T094029_20180604T094028_T34UDA","20180629T094031_20180629T094523_T34UDA","20191027T094029_20191027T094607_T34UDA",20.6216303855412,50.1886833332321
"point_10573","20180629T084559_20180629T085201_T35TQF","20180729T084559_20180729T085235_T35TQF","20190619T084601_20190619T085029_T36TTL","20200219T084919_20200219T085556_T36TTL","20200320T084639_20200320T085719_T35TQF",29.7366466711833,40.9991370697843
"point_10580","20190111T064231_20190111T064232_T41SLB","20190421T063631_20190421T063629_T41SLB","20190516T063639_20190516T064206_T41SLB","20200215T063941_20200215T064613_T41SLB","20200729T063629_20200729T064254_T41SLB",61.344810258598,37.2502791861555
"point_10582","20190225T063839_20190225T063838_T41SKA","20191023T063929_20191023T064321_T41SKA","20200215T063941_20200215T064613_T41SKA","20200331T063629_20200331T063959_T41SKA","20200722T064629_20200722T064811_T41SKA",60.1076126270227,36.6242273725873
"point_10584","20190109T065249_20190109T065705_T40SGE","20190330T064629_20190330T065002_T40SGE","20191031T065021_20191031T065018_T40SGE","20200607T064631_20200607T065850_T40SGE","20200722T064629_20200722T064811_T40SGE",59.4666548178933,35.5509956921846
"point_10586","20191125T065209_20191125T065533_T40SGC","20200104T065249_20200104T065618_T40SGC","20200124T065149_20200124T065423_T40SGC","20200428T064631_20200428T064923_T40SGC","20200702T064629_20200702T065853_T40SGC",59.3772188445265,33.9113361804583
"point_10592","20190205T064049_20190205T064953_T41SKS","20190809T063631_20190809T064339_T41SKS","20200215T063941_20200215T064613_T41SKS","20200220T063909_20200220T064421_T41SKS","20200311T063649_20200311T064405_T41SKS",60.6479549661143,33.1175919168272
"point_10596","20190111T064231_20190111T064232_T41SLT","20190312T063651_20190312T064749_T41SLT","20200215T063941_20200215T064613_T41SLT","20200306T063731_20200306T064504_T41SLT","20200415T063631_20200415T063625_T41SLT",61.4938702142095,34.101387623863
"point_10597","20190225T063839_20190225T065007_T41SKR","20190809T063631_20190809T064339_T41SKR","20200111T064229_20200111T064720_T41SKR","20200215T063941_20200215T064613_T41SKR","20200331T063629_20200331T063959_T41SKR",60.5957839816503,32.1971466909263
"point_10599","20181222T064251_20181222T064254_T40SFA","20190225T063839_20190225T065007_T40SFA","20190516T063639_20190516T064206_T40SFA","20191031T065021_20191031T065018_T40SFA","20200709T063629_20200709T064040_T40SFA",58.9412184743629,32.2865826642932
"point_10601","20190109T065249_20190109T065705_T40RFV","20190509T064629_20190509T065931_T40RFV","20200203T065059_20200203T065250_T40RFV","20200228T064821_20200228T065713_T40RFV","20200304T064749_20200304T064927_T40RFV",58.397149636381,31.414581923966
"point_10602","20190322T063621_20190322T063830_T40RGV","20200316T063621_20200316T064016_T40RGV","20200331T063629_20200331T063959_T40RGV","20200415T063631_20200415T063625_T40RGV","20200729T063629_20200729T064254_T40RGV",59.4778343145642,31.2655219683545
"point_10603","20190225T063839_20190225T065007_T40RGU","20190521T063631_20190521T063629_T40RGU","20191008T063751_20191008T064951_T40RGU","20200220T063909_20200220T064421_T40RGU","20200714T063631_20200714T064824_T40RGU",59.5225523012477,30.4680512058331
"point_10607","20190114T065231_20190114T065228_T40RDV","20190315T064631_20190315T064631_T40RDV","20190409T064629_20190409T070047_T40RDV","20190514T064631_20190514T065547_T40RDV","20200727T064631_20200727T065730_T40RDV",56.7276781335324,31.1760859949876
"point_10609","20190109T065249_20190109T065705_T40SDA","20190509T064629_20190509T065931_T40SDA","20200329T064621_20200329T065018_T40SDA","20200403T064619_20200403T064852_T40SDA","20200727T064631_20200727T065730_T40SDA",56.8692850913633,32.1896936931457
